rid,pid,score,info
15532,4842,5," Fantastic lorry bought for my husband who collects them these are as good as the corgi models very authentic i love the colour of the cab on this lorry highly recommended."
15533,4843,3," The packaging wasn't that good& cardboard easily ripped and plastic easily disfigured so don't be expecting to keep it in its box. The instructions aren't too hard to follow but it took me about an hour to build& this was a long time considering how small the actual bike is. The overall quality of the bike isn't fantastic& only some parts are metal which disappointed me because I thought the whole thing would be metal. Some of the pieces were either a bit bent or slightly misshaped which adds to the difficulty of making the bike. Once made though the bike looks good& the only problem I'm having is that I can't quite get the wheels in line& again this is because of the misshaped parts."
15534,4843,5," I GOT THIS TOY FOR A MAN WHO LOVES MOTOR BIKES BUT IS BED BOUND .HE HAD LOST INTEREST IN LIFE& THIS TOY HAS GIVEN HIM SOME THING TO DO&WE HOPE HE WILL GET THE BUG& THE KIT IS GOOD&"
15535,4843,5," A high quality kit for collectors or as a gift for Harley Davidson enthusiasts who have everything. Highly recommended product."
15536,4843,3," It was larger than I expected so I am hoping that the person I bought it for will love it."
15537,4843,5," he loved it so i was happy and was a good quality item at a fair price happy shopper me"
15538,4843,5," Bought this for partner& he loved it! Great quality& great colour and easy instructions . Looks fantastic when assembled& and keeps him busy for an hour which gives me peace woohoo what more could I need?"
15539,4843,5," My 7 year old son is over the moon with this model! Simple to put together and looks great. His best present this Xmas& he said :)"
15540,4844,4," This is intended as a memory-jogging gift for someone whose first car was an Austin 7& and who had a few more of them over the years& but not for as long."
15541,4845,4," Bought this for my husband to go on the deck of one of his model boats. Just what he had been looking for& was well packaged and arrived very quickly. Only reason it didn't get five stars is that there were French and Dutch transfers  included but sadly no British transfers."
15542,4845,5," Good efficient sevice.Well pleased with product."
15543,4846,3," nice truck& but I thought it was a collectable . there was no certificate of authenticity with this item."
15544,4846,5," Love that lorry"
15545,4847,5," Excellent little product at a very good price that came up to and beyond my expectations. Pride of place now occupied by the van"
15546,4848,5," Great looking. just what is needed to bring out my work on my model village."
15547,4848,5," Fantastic detail on this tiny scale."
15548,4849,5," Detailed and beautifully-painted die-cast model of the infamous A3 Class Pacific Locomotive 'Flying Scotsman' in its LNER livery and bearing number 4472. Sitting on its own rail plinth inside a plastic presentation case& this static model is intended as an eye-catching exhibit and is bound to serve as a conversation piece. At 1:120 scale& the model is of a size between that of the 'OO' Gauge and 'N' Gauge of model railway sets."
15549,4849,2," The train was ok& but the display box was broken - not much good as a present to display. Won't be buying any more online& not being able to see it."
15550,4849,5," very nice model to add to my collection also first class delivery service thank you.."
15551,4850,5," great price another corgi classic vanguards are the best the detail is great for the price buy it ok thanks."
15552,4850,5," It was exactly what I expected and what I received&excellent service&would order again from here."
15553,4850,5," great"
15554,4851,4," Seems good value for money& my Grandson is pleased with it& at the moment it seems to be standing up to the knocking about."
15555,4852,5," My 2 year old can dig& wheel about& bath this without a problem.  Can't get it out of his hands.  The sounds are good& loud and loads of fun.  Robust tractor - best one yet"
15556,4852,5," Great toy for the price. We've had our John Deere Monster Treads for over a year and it's still in great condition after a lot of rough and tumble play. The body of the vehicle is plastic but the tyres have a thick& rubber outer which makes for great traction and prevents slipping. There are three lots of sound and light effects when you press the buttons on top of the cab and the battery hasn't run out...it's still loud!. Not the biggest toy at approx. 15.5 x 10 x 11 cm but one that's well detailed& robust and holds my grandson's attention over and over again. More than happy to recommend."
15557,4852,5," Fantastic toy bought for a birthday gift& he loves it!A tractor with lights and sounds which are really good& and a good price."
15558,4852,5," My son absolutely loves this tractor& built well and takes a good beating from him."
15559,4852,5," Excellent toy tractor my two boys loved it and have played with it endlessly. At one point it even went to bed each night with one of them!Three sounds / phrases are fun and quite loud but not too annoying (and I usually can't stand such things). Within days you too will be repeating John Deere marketing slogans every time you see a green tractor!"
15560,4852,5," Grandson loves it as he is a big tractor fan.  Loves the sounds and lights.  Well pleased with it.  Smaller than expected."
15561,4852,5," Great for the kids& got it for a nephew and he loves it. It is rubust and attractive looking and has a nice little 4 wheel steering system when it's pushed down on hard. And the kids love it as it looks great with the big wheels. It is not as big as I thought it would be& about the size&maybe a fraction bigger than a standard model but a lovely toy."
15562,4852,5," My 20 month year old Grandson loves this& he has mastered the art of pressing the 3 buttons that activate the lights. Voice and engine noise& and pushes it along with ease. Don't know how robust it is long term& as he has dropped it occasionally in his excitement ."
15563,4853,5," cracking quality item&will buy again"
15564,4854,5," ok"
15565,4855,5," Kept me busy.Fairly easy to make.Looks good now finished. I would recommend it to any active adult who is interested."
15566,4855,3," The finished model looks good and was straightforward to assemble"
15567,4855,5," as discribed"
15568,4856,5," good value& could not buy local& niece thrilled with it.Packaging was slightly damaged but items were fine inside so no problem"
15569,4856,5," Grand daughter loved it another for her family  of her faviourite friends hours of pleasure very strong and will last a long time"
15570,4856,5," This was a Christmas presant for my grand-daughter& and she was very happy with it an addition to her growing collection"
15571,4856,5," this will go great with thw school and nursery shes got would tell anyone to buy"
15572,4856,5," Bought as present for a little girl going into hospital - very good"
15573,4856,4," Daughter really pleased& quick delivery"
15574,4857,4," It wasn't what I thought it would be but it was so lovely that I decided to keep it.I had been asked by my 5 year old grand daughter for a  porcelain tea set as she was so crazy for one so I trawled the Internet for this particular item& not easy& but I came across the tea set and ordered it& after thinking about it I realised it would be too small for little hands and got something else instead. When it did arrive & it was so lovely& so I gave it to her as well as the other present and her and her sisters went straight to their dolls house and had a most wonderful time playing with it. I must add that if she hadn't have liked it I would have kept it for myself."
15575,4857,5," A very good set of dining ware with juicy strawberries on excellent value"
15576,4858,5," Really good quality."
15577,4859,1," Broken on arrival"
15578,4859,5," very cute&love it"
15579,4859,4," as expected."
15580,4860,5," Excellent service& very happy with product."
15581,4861,4," These times items were bought for my granddaughter and I hesitated for a while before making my purchase.  Not that I have them (and they took a while to arrive as warned)& I am really glad that I got them.  They are delightful - and so much better than similar items made in plastic.  They have some weight go them& the detail is good& and I am now looking to see what other items Generic offer."
15582,4861,5," Just perfect for my daughters little cafe& item as described. Arrived before expects delivery& would buy again!"
15583,4861,5," My daughter was so excited that these are made of proper metal"
15584,4861,5," Well made - fiddly to handle& but correct size for 1/12th dolls house."
15585,4861,5," Minute and well made& I would recommend this cutlery."
15586,4862,5," My daughter got this for her 4th birthday shortly after her own sports day at nursery. It is really cute with little eggs and spoons and sacks. Great fun and because she had just done all the sport (well not hockey/baseball) she knew how to play with it. I can't comment on price as it was a gift."
15587,4862,5," My daughter loves this little set. She is adding to her collection all the time and the little egg and spoon and hockey sticks really make this fun for her. I hear her talking to herself acting out the characters and putting on differents voices. She may only be five but this is educational for her and stimulates her roleplay skills. This item arrived promptly too after it was ordered& which was just before Christmas."
15588,4862,4," Lovely cute item& standard Sylvanian quality and feel. Personally I think the brand is overpriced however as a Christmas present I have to put that aside. Indeed I much prefer this type of traditional toy to plastic stuff covered in LEDs& so pleased with it and I am sure my niece will enjoy playing with them with her friend!"
15589,4862,5," Bought a selection of the Sylvanian Families to make up a  Christmas present for my grand-daughter ....... she was not dissappointed! Tiny parts which will not be suitable for very young children& which make them use their imagination& my grand-daughter is 7yrs"
15590,4862,5," Very prompt delivery& one very excited girl when poring the gift& love all the details and accessories that come with it& hours of fun. Thank you"
15591,4862,4," I bought this for my daughter but the sacks for the sack race were not included.Although there were missing parts it was still great fun for her."
15592,4862,5," I love this item  - very detailed and well packed well ll worth what I paid Will give hours of pleasure to myself and my grandaughter"
15593,4862,5," My grand-daughter was very happy with this christmas presant to add to her school collection& which is getting very big"
15594,4863,5," Very cute"
15595,4864,5," My daughter is three so the top fits ok with room to grow and the trousers are a bit long but we just rolled them up. She loved them so I'm happy!"
15596,4864,5," This is so cute and easy for my daughter to put on herself she wears 6-7 and is 4yrs old so it's a good fit"
15597,4864,5," ohhhhhhhhhhhh! so lovely item:) my 4year old is soover the moon when she open the parcel.cheers!"
15598,4864,5," great dress up outfit my granddaughter loved it"
15599,4864,5," bought for my granddaughter looks really cool"
15600,4865,5," The snowman and tree are much bigger than expected"
15601,4865,5," Perfect for Christmas! Love it& idea for any collector or as my daughter has just started to collect them ideal for Christmas"
15602,4865,4," Ordered this and other items on behalf of a friend for her grand daughters for Xmas& she said it was what the kids had asked for but also she thought they are expensive for what they are."
15603,4865,5," AA really lovely product for a little girl& all the good qualities of Sylvannian family and more& lots of play appeal and things to do. excellent product in everyway and excellent serevic"
15604,4865,3," My daughter asked for this as part of her xmas prezzie.  I am a little disapointed in how little you get for the price of the ite&"
15605,4865,5," Received quick& it is a Christmas present so not opened yet. Looks good though. Positive rating as nothing looks wrong with it."
15606,4865,5," Another lovely Syvanian set& I was pleased that the Christmas tree was so big. 5 stars."
15607,4866,4," Nice little dinning set for Barbie sized dolls. The table is more of a coffee table as the legs are not long but it is bright& appears sturdy enough for my 8 year old and she loves it. It was sent well within allocated time and was very well packaged. Overall I'm really happy with this and its actually better than I expected for the price I paid."
15608,4866,5," Grand kids have spent hours with the table and diner set& watch out for the small parts with little ones."
15609,4866,4," lovely set granddaughters love it"
15610,4866,5," Good value for the money"
15611,4866,5," Really worth the money."
15612,4867,5," Really nice"
15613,4868,5," This is exactly what my daughter has been looking for& but it was a lot cheaper than the high street store prices. Excellent quality."
15614,4869,5," Just perfect for my daughters little cafe& item as described. Arrived before expects delivery& would buy again!"
15615,4869,5," Good product& made me smile& love the sliced toast too."
15616,4869,5," best ive seen so far. toast really does pop."
15617,4869,5," Very cute little item for doll's house"
15618,4869,5," Good quality item& I would recommend this toaster"
15619,4870,1," What about information on how to use this very poor product"
15620,4870,5," Very good cost a lot more in minitures doll shops &does the job without any problems"
15621,4870,5," Brilliant! Arrived quickly. Really happy with the product. All works as expected."
15622,4870,5," great"
15623,4870,5," thanks im happy"
15624,4871,5," Excellent starter set.  My grandaughter really loved this lighting set.  Pity that they do not deliver directly to Malta."
15625,4872,5," GOOD FUN FOR MY TINY SKELENTONS"
15626,4873,5," Xmas present for my 10 year old daughter who is a great Sylvanians fan. She is delighted with it& constantly telling me how 'detailed' it is !"
15627,4873,4," This is a lovely little set that will provide hours of playtime. The only thing is the shoeboxes are way too flimsy and my daughter found it hard to find shoes to fit her figures."
15628,4873,4," Very good as expected& only small issue is my 6 year old finds some shoes a little hard to put on the figures."
15629,4873,5," Lovely toy with lots of accessories. Lovely addition to our Sylvanian collection."
15630,4873,5," Lots of lovely pieces for your Animals. Good value set ."
15631,4874,4," For such small& strange toys& these Shopkins seem to give hours of amusement and play.In this 5 pack& one shopkin is packaged separately& and is likely to be a 'rare' edition.My daughter loves these& and is always adding to her collection"
15632,4874,5," My Daughter is obsessed with these things and i ordered two packs& arrived very quickly and afew she already had but most of her friends have them so she was able to swap them for ones she didnt have& they are a good price and have bought more fab Thankyou"
15633,4874,5," Wonderful items& I will have 2 very happy little girls This Christmas day :)"
15634,4874,5," Great my daughter loves shopkins and these were great as they are series 2."
15635,4874,5," arrived before stated one very happy daughter."
15636,4874,3," They are expensive. Although the price I got on Amazon was the cheapest I could find. They are small and they are grocery items. Inexplicably my daughter adores them. I've tried moshi monsters which are bigger brighter and more imaginative but she always goes back to the tiny margarine tub. Or ketchup bottle. So yes they are what she wanted. I don't play with them though."
15637,4874,5," My daughter loves Shopkins so this was bound to be a hit& good reasonable price and super fast delivery!"
15638,4874,5," my daughter love it"
15639,4875,5," Great item of furniture for your dolls house. It's like a miniature version of a great quality piece of furniture. Very highly recommended. Came fast and the little doors open on the front. Top marks"
15640,4875,5," Well made& will now have to look for video/dvd players to fit in the shelving."
15641,4875,4," Would recommend  it will make your little girls doll's perfect"
15642,4875,5," Looks lovely in my granddaughters dolls house& nice quality"
15643,4876,5," I'm in the process of building a Miniature Fairy garden& so very happy with the seller and this item and would recommend them&"
15644,4876,1," I saw them and made my own better."
15645,4876,5," Exactly as described. Just what I needed to complete the fairy dell under my Acer tree.=^..^="
15646,4876,5," These little stepping stones are lovely. There are four in the pack and look really cute."
15647,4876,5," look really good in my fairy garden. have them leading to the fairy house. so cute"
15648,4876,5," My fairy garden has begun ..these are so wonderful"
15649,4876,5," Great quality arrived early than date advised"
15650,4876,1," Disappointing alround&except the product"
15651,4877,5," Good price and good quality well packaged and arrived just before estimated postage date many thanks"
15652,4877,5," beautifully finished& good quality and just add a nice touch to the kitchen or sitting room"
15653,4878,5," OMG this is so cute! I already had small room furniture with engraved teddy bears and this is just perfect for that room! The delivery was also very fast"
15654,4879,5," Perfect fish swimming among the green plants.  The bowl is very well done you can see the details inside very clearly.Perfect for on top of my red storage box"
15655,4879,5," Very lovely fish bowl. Perfect for my daughters doll house."
15656,4879,5," Very cute and well made& I would recommend it."
15657,4879,5," lovely little dolls house novelty"
15658,4879,5," I am really pleased with my bowl"
15659,4880,5," 10/10"
15660,4881,5," Very pleased with hi puchase"
15661,4881,4," Nice little music stand"
15662,4882,5," Very good quality& I would recommend this."
15663,4882,5," lovely.my grandaughter thinks its brill."
15664,4883,5," beautiful"
15665,4884,5," This phone is so lovely& the detail is just how I remember from the 50'sThe weight was suprising but this makes it stableDelivery was excellent"
15666,4884,5," so cute& love this little item& it will look very good in the dolls house. good quality."
15667,4884,5," A lovely little retro phone. Great details .well made good"
15668,4884,5," Good quality& grandson loves this in the dolls house"
15669,4885,5," Good kits - easy to build and compatible with both Skytrex and Battlefront models. Well recomended as a cheaper alternative to the metal or resin kits. There is considerable conversion potential with these models."
15670,4886,5," Very happy"
15671,4887,5," great box set"
15672,4888,5," well constructed scale model a must for wargamers recon games& ideal for use in ww2& korea using excellent games systems such as bolt action or ambush alley"
15673,4889,5," great and  fast service"
15674,4890,5," Brilliantly quick service that was hassle free.The bases were exactly what I wanted and described perfectly.Would recommend again"
15675,4890,5," As they say they are on the tin! Useful size for basing 15mm tanks as well as artillery."
15676,4891,5," great quality"
15677,4892,5," Really good kit& comes in good sized box with nice cover art& full colour build and painting instructions& additional parts include bench table& water urn& ladder and perching eagle& ideal for re-enacting any desert war scene& comes with 2nr airfix flying hours tokens& hope airfix will start to re-release the large scale panzer and cromwell tanks to match& the bamboo house would also be welcome& easy to build and paint and reasonably priced"
15678,4892,4," Airfix just as I remembered them& delivery was prompt as ive come to expect now and price and quality were very good."
15679,4892,5," Received in good condition& no damage to box or internal parts.Delighted as never made this as a kid but good for Rommell's halftrack diorama!"
15680,4892,5," good addition to my sons already growing armed forces goes well with soldiers happy with product not found this in local shops"
15681,4892,5," This arrived promptly and was well packaged.Brought back memories of being a kid again some 30 - 40 years ago.Airfix use the same graphics which no doubt is an excellent marketting touch& giving it a retro and nostalgic dimension.  Is at 1:32 scale and seems to be good.  Was a christmas present for my 4 year old boy to go with a number of 1:32 soldiers."
15682,4893,3," Overall this is a decent toy but it can hardly stand up and it's near impossible to fit the gun into one of its hands."
15683,4893,5," How educational is this toy? Well& a lot if you like Halo I suppose!How durable is it? Can't say& as I bought it as a collectors item and haven't taken it out of the packet!What I can say& is that it looks great through the plastic wrapping!Not a good review I'm afraid& but I didn't like seeing it without any comments.I'm sad aren't I?!"
15684,4894,5," My Grandson was absolutely delighted with this present& it gave him enormous pleasure and kept him occupied for hours in the day."
15685,4894,3," was not that impressed with the price for such little things but grand children like them so they were worth it"
15686,4894,5," Great for the little boy in my life.  Christmas present child not yet seen but I'm sure he will be thrilled."
15687,4894,5," So cute thought they were bigger but so what there toys my son will be so exited when he gets these"
15688,4894,5," they are a bit small but they put a smile on my boys face when playing with them"
15689,4894,3," This was purchased for my 9 year old son& he wanted the set after seeing them advertised on the TV. To be honest for what you get it is quite expensive& I guess you are paying for the brand. He probably played with them for 3 days before he got bored& torso's& spines and legs started appearing everywhere! They are quite sturdy and I was surprised how long they lasted with my very heavy handed child! They are good for a little light entertainment but don't expect them to be a firm favourite or regular 'played with' toy."
15690,4894,5," My son loves these at present and buying in a pack is cheaper."
15691,4894,5," the children love these and will play with them for hours"
15692,4895,5," Great item& good value for money."
15693,4895,5," Fantastic value."
15694,4895,5," Excellent"
15695,4896,5," Admittedly they haven't made it into a diorama yet but I bought them for the models& I plane to incorporate them into a pan aster diorama but they are great models out right. Load are included for the price and each model is off a great quality. I have found that ins infix kits the quality seems to drop in group kits but this kit doesn't have |quality-for-money| syndrome which i've so creatively dubbed other kits. No personnel are included but for Â£6 you can get an RAF personnel set that goes great with this kit. I would recommend this to all levels& it can get fiddle at time but other than that's it's a doddle."
15696,4896,5," Very good detail& goes together nicely. Great bombs and trolleys& infact I really enjoyed building this kit. Took me ages but I am a novice. Looks great painted and really sets my airfield diorama off. I use it with a pathfinder combo of a Lancaster and a mosquito plus 30 raf personnel ground crew. Recommended."
15697,4896,5," As to a |base| for this - I would think something about the size of the base included in the WW I tanks and infantry set (The |Western Front| set) -  that came in two halves but went together quite well - but with |grass and concrete| -  maybe with another Lancaster and a mosquito (as another reviewer stated)  plus a control tower and some ground personnel"
15698,4896,5," Really good kit in light grey plastic. No flash and fits together well. Looks great when finished and enhances any diorama. The vehicles are worth the price alone and you get lots more...."
15699,4896,5," There is a lot to this model but it makes a display very realistic on a world war two layout ."
15700,4896,5," I bought this for my Dad for Christmas& It's just what he wanted and was a good price. I would recommend it for anyone."
15701,4896,5," really great& a formidable ideemany oportunities to convert the kits (f.e. the tractor) an so on.Love itAnd: Perfect moulding etc."
15702,4896,5," A great set with several vehicles from WW2 RAF bases. Nice models to make and with 1:72 aircraft would make a great RAFdiorama"
15703,4897,5," Great little models"
15704,4898,5," I bought the same thing from eBay& there are 2 versions of it& this ones constructed so that it comes away from the eyes and upper teeth section. The other version lifts off from the forehead.I didn't read the dimensions when I went to buy my one..thinking it would be life sized for head shape but it's only a small item..but to be honest it's a nice little collectable to have. Next time I'd like to get the full sized with neck and plague with the light up eyes for the shelf.It isn't metal but the paint job on it looks fantastic& has the right colouring and shine and a nice weight to it. It's one of those things in my opinion you want to keep safe and look after. I have it sat on top of my sub woofer at the moment..it's a lovely little collectable from the Terminator movies really.So yeah& I'm proud of it for the price. I'd like the full scale life size red eyes light up next..it'll be worth the 2-Â£300.I find it works quite well for close up macro focus adjustment if you were to shoot pictures or some HD video angles with it.Nice little piece& top marks :)"
15705,4898,4," Delivered in plenty of time and securely packaged. Great detail although it's not metal it's got a nice weighty feel to it considering it's size. The eyes don't light up (although I wasn't looking for this anyway) and although it's nowhere near full-sized (which you'd expect based on it's price - it's around 11cms tall) it looks very impressive under my PC monitor :)...I've attached a couple of photos with a typical-sized tea mug next to it for some perspective..."
15706,4898,5," Received this superb item very quickly and nicely packaged too! It has a real quality feel and looks very impressive sat on my Playstation !Would shop here again with pleasure.... Thank You !"
15707,4898,5," Solid& heavy casting in resin. The plating looks perfect. A fantastic piece. Looks a lot better in real life than the photos."
15708,4898,4," This is a present for my husband.  It looks good however I would have preferred if it was a bit bigger (its about 10cm high).  The top section can lift off to store little knick knacks should you wish.  Overall it is good quality but it could be priced a little lower."
15709,4898,5," i just got it and it is great the attention to detail has been kept the exact way the endos are in the films anyone who is a fan of arnies films and also the terminator films then this should be in your collection."
15710,4898,5," This Terminator skull is fantastic& the detail is amazing and the finish is so professional.The weight of it feels like metal& the teeth look very realistic too.It is bigger than i thought it was going to be and it doubles as a good box to put small bits in.overall I am very impressed with the product."
15711,4898,5," excellent item&very detailed a great piece to add to your Terminator collection buy it!"
15712,4899,5," My kids are always trying to play with my tarp when I come back from camping so thought its about time they had of their own to play with. So far its held up to 2 kids using it for dens& fighting over it& at one point trying to use it to make a slide and its still holding up well."
15713,4899,5," A good size for Den building. Holes around the edges to pin sheet to make secure. The kids enjoy going under with torches."
15714,4899,5," Fab product& exactly as described. Many hours of den building already and also used as a ground sheet when camping."
15715,4899,5," Very strong and will give our son hours of play in his den at the bottom of the garden"
15716,4899,5," Bought for Grandsons 4th Birthday& good service"
15717,4899,5," Arrived quickly and the children love making dens out of it."
15718,4900,5," This was my first Gunpla build"
15719,4900,5," This is an a amazing build Took really long but was worth it"
15720,4901,5," I bought this as a gift for my teenage son who is a collector of all things Ghost and Assassins Creed. The figure is sturdy& good quality& well packaged and looks good. My son was very happy with it :) :) Would recommend for a collector of figures!"
15721,4901,5," Quite a big fan of the franchise and a figures collector as well& it was hard for me to keep back so I purchased the figure without second thoughts. Upon delivery& I was surprised by the weight of the box& it's quite far from what I was expecting. It is heavy& and while the height of the figure might justify a proper base to keep it steady& I just think this is way to heavy. I wouldn't make a point of it but at the moment the shelf I use only holds 10kgs and it's filled up with figures. All in one& I'd still say it's a good balance between size and weight.The details is very crisp and the painting is really outstanding. The glasses have a nice light refraction effect done by combining silver/metal with blue and they have the small outstanding blue area with information that's part of the Ghosts squad tech. The figure comes with 2 optional transparent discs that have some thin blue information printed on them to replicate the blue radius around the weapons in-game (ammo count etc). They are well protected on both sides with a piece of paper& it might prove a bit difficult to unstick but take care as it would be a shame to scratch it. I tried the figure for a week without those discs but ended up adding them as it offers a better view and a more accurate insight on the battle gear.The hand that holds the gun barrel (left hand& that is) is a bit funny upon closer inspection & as it seems that Kovak's palm has some exaggerated long fingers. Might be however an illusion because of the way the gloves are coloured but I highly doubt it. However it can barely be noticed from close up distance so it would be stupid to turn this into a deal-breaker. The boots also seem to be a bit to big but once again& nothing to worry about.Last thing& the above mentioned base has 4 rubber feet that really hold it in place on shiny surfaces.Same quality from Ubi Collectibles. A must-buy for the Ghost Recon fans out there!"
15722,4901,5," I bought this is hope to get a nifty figure to have on my sound system and what I got instead was far better than I had ever expected. The level of detail on this PVC model is just astounding. For the price& you couldn't go wrong.For a video review of this product take a look at my YouTube Channel where I review most of the Gaming related products I purchaseHere the link to the unboxing of this product -  http:"
15723,4902,4," Is great wooden pirate ship perfect for papo pirates it is a great toy and we'll worth the money great!"
15724,4902,5," Great present :)"
15725,4903,5," A smurf figure& just like the picture shows& thanks."
15726,4903,5," Shiver me 'earties.... Excellent... Recommended"
15727,4904,5," This gift set is excellent value I am very pleased with it.  The moveable parts make it fantastic fun and the kids got great entertainment out of it.  It is a brilliant addition to some of the other pirate playmobil sets but also works as a stand alone toy.  These toys are great for kids imagination and provide hours of fun."
15728,4904,5," Fantastic alternative to chocolate eggs and then they become money boxes.Good quality and a great buy. Kids love them."
15729,4904,5," Very happy"
15730,4904,1," This item was a good idea but unfortunately the goods were not as good as expected. I would not buy anymore of these items."
15731,4905,5," My little boy is having fun playing with these figures. I bought them to go with the Villa Villekulla playset."
15732,4905,5," Good product and fast shipment"
15733,4905,5," very nice thanx :-)"
15734,4906,5," This is a great a little set that my son loves& as does his older brother. Theres so much detail in playmobil toys down to little cuffs and gun holsters. It closes up and clips shut which is great for travel. Really simple to put together. It arrived in an unnecessarily large box as do most playmobil  toys. But its definitely worth the money."
15735,4906,5," Great addition to the pirates set& great for indoor play when it's too wet/ cold to play outside with the boats that we have. This cannon is the same type you get with the boats& unlike the one here - Playmobil 4797 Super 4 Gunpowder Island Hideout"
15736,4906,5," Bargain price and great toy!"
15737,4906,4," 4 year old grandson loves pirates so this was a successful present. It took a bit of putting together but is much played with toy."
15738,4906,5," Fantastic set & well designed and packaged.Plenty for the young imagination to play withfor hours."
15739,4906,4," Bought for birthday present& very happy with purchase and even better in the sale great value for money."
15740,4906,5," Got this at a bargain price from Amazon. My son loves it and takes it all over with him."
15741,4906,2," The box was partly damaged with scuff marks and was also covered in dust upon arrival."
15742,4907,2," These figures were rather small and did not capture much interest from either my 3 year old or 5 year old Grandsons. They preferred their original set of pirates which were larger."
15743,4907,5," Much larger than I expected. The three year old boy loved it& one of his favourite presents. Would have liked a Jake figure as well as those included but that is a minor bug bear."
15744,4907,5," Expensive but much loved. Warning thoughâ€¦ if your child is playing with these in the bath the paint on the characters does mark the bath if scraped along the side."
15745,4907,5," Bought for our 3 year old boy for his Christmas stocking.  Really enjoys Jake and the Neverland Pirates.  Excellent Value."
15746,4907,5," Well made figures not a bad price and good to buy Hook alone rather than in a pack of figures& would recommend."
15747,4907,5," loved it. it was exacly what i exspected. my kid is going to love it. keep on th  good work."
15748,4907,5," Item was as described Bought to go with the pirate ship.would reccommend"
15749,4908,5," Really happy with this. There are a lot of pieces - map& sexton& compass& book& bottle of rum etc. some of which are quite small. The map is only card and my son promptly folded it to put in the chest! It is now laminated so should last a little longer!"
15750,4908,4," This item was requested as a Christmas present. Although I was pleased with the delivery etc& it hasn't been played with as yet. I am sure it will get plenty of use when it's been opened."
15751,4908,5," When the ship had been assembled my grandson was very pleased to have the captain with all the treasure seeking equipment such as the map.  He loved this llpresent!"
15752,4909,5," Bought for when Grandson visits to use with his BIG pirate boat. Its brilliant lots of lovely bit and pieces and will keep him and Grandad amused for ages. A big thumbs up"
15753,4909,5," As advertised. quality brand and good product."
15754,4909,5," Good value for money"
15755,4909,5," thank you A+"
15756,4910,4," Added to party bags that were a bit girly for the boys....they are sturdier than I expected and seem to be pretty good quality.  The kids liked them.  Would recommend."
15757,4910,5," these rings are very good quality and will be perfect for our pirate themed partygrandson loves them and the fit is goodadults can also wear them ... bonus"
15758,4910,4," good service& nice product& met all expectations. good as a pirate party bag filler& children seemed to like them although possibly a bit large for tiny fingers"
15759,4910,5," Good quality& arrived on time. Busy what I wanted as party favors.  They were a big hit with 5 year olds."
15760,4910,5," Excellent& cleaverly made to fit any finger& very pleased especially with the quality& absoloutly Fab!"
15761,4910,5," Really nice rings that are well made.  I was really pleased with them and would buy them again."
15762,4910,4," was not disappointed with these only with the fact they did not arrive in time for the party"
15763,4910,5," These are fun items and were really great for my son's loot bags at his birthday party& they are made of rubber so stretch over bigger fingers as well. I recieved an assortment of designs which was great. They are good value. I recieved six as stated and they arrived within a few days."
15764,4911,4," Brought for a present for grandsons birthday to go with pirate boat& they were a nice size bigger than expected& looked well made and sturdy& and most of all grandson loved them. Arrived very quickly would use again."
15765,4911,5," This was a gift for boys 4th birthday. Feedback was that he loved it."
15766,4912,1," I was a little disappointed with this CD. It only comes in a cardboard sleeve and only consists of 6 tracks& 2 of which are instrumental. Not exactly a 'party' cd but a few tracks for one."
15767,4912,4," This is a CD I bought for a pirate party& had it on in the background and is more a music/ atmosopheric CD with some creaky boat noises too...fun to have on over the pirate lunch...with kids dressed up they used it as backing music to their play. Put 5/5 for durability if parents look after the disc!"
15768,4912,5," Ordered this as I needed some sailor themed music for my year 2 class for dance. This was just right. Very child friendly."
15769,4913,5," I got Izzy for my son to go along with the pirate ship. He enjoys playing with it. Got it at discounted price which was even better."
15770,4913,4," My daughter loves these and plays with them everyday with her big pirate ship& they are very simple but good quality."
15771,4913,5," Nice& simple well made toys. They stand up without wobbling over& and go well with ither Jake figures and pirate ship. My grandson& aged 3& poves them& and also plays with them in the bath. Items are well packaged and arrived quickly."
15772,4913,5," Expensive but much loved. Warning thoughâ€¦ if your child is playing with these in the bath the paint on the characters does mark the bath if scraped along the side."
15773,4913,5," Both my children are obsessed with Jake and we needed an Izzy to make up the set. Job done!"
15774,4913,5," Arrived on time and in good condition. And was really well priced. Overall really happy"
15775,4914,4," My boy loves the skeleton capt and officer which are for the imaginext pirate ship& I would have given 5 stars however I felt the price was a little steep and they came from America why? ( Do we not have these toys in the UK? )"
15776,4914,3," a lot of money for what they are but grandson liked."
15777,4914,5," No complaints"
15778,4915,5," very nice thanx :-)"
15779,4916,5," Adorable as he stands next to my kitchen sink. Exactly what you'd expect from a Schleich Smurf"
15780,4916,5," Excellent"
